1;217;20.7
2.63;217;20.3
3.83;221;19.7
4.86;221;18.9
5.55;225;18.1
6.19;229;17.5
7.02;233;16.3
7.77;237;15.3
8.59;237;14.3
9.33;241;13.3
10.31;245;12.3
11.58;245;11.1
12.61;245;10.1
13.42;245;9.4
15.23;245;8.2
17.29;245;7.2
19;245;6.4
22.2;249;5.1
25.77;249;4.3
30.41;249;3.3
38.15;249;2.2
47.92;249;1.5
54.44;257;1.1
64.59;257;0.9
78.27;257;0.8
94.31;257;0.7
